"","Bolsonaro","Lula","Ciro","Tebet"
"1134","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"4759","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"7913","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"2872","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"7307","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"7207","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"3751","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1176","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"6333","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"2802","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"3230","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"2256","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"4386","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"154","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7974","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"3964","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"6000","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3179","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"963","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5100","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"6773","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"4221","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5636","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"6515","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5276","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3499","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"7926","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"3626","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"5005","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1526","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"5631","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"1198","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"5588","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"6619","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8489","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"8576","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"7196","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"7369","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6476","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"3315","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7006","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3452","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6725","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"6349","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"1420","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4378","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3135","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"1075","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4327","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"8271","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3278","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"4982","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8838","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1790","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"6330","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"1822","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"5291","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7018","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"7094","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2607","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"2270","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"2549","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"467","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2757","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"6117","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"4410","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"7385","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6027","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"4625","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2400","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"8825","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"2846","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"7417","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"1549","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"5532","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1857","POSITIVO","POSITIVO","NEGATIVO","POSITIVO"
"7062","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"1170","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"1450","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8363","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"7751","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"359","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1803","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"3456","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"4476","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4017","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"2678","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"1493","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2717","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"939","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"4422","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"5095","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2267","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"1378","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"1663","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5107","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"7883","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"3121","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"2050","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"7152","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3764","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"4554","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"5714","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"442","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"290","NEGATIVO","NEGATIVO","POSITIVO","NEGATIVO"
"2634","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5551","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7716","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5052","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"8571","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"5462","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"8762","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"4144","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"7203","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"2155","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"549","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"1380","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"735","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"7685","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"4095","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"1082","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"2653","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"6291","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8309","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"5307","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"3662","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"4239","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"2520","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"6481","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"155","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"1804","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"321","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6060","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"5355","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"93","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"3242","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"5562","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"1400","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"1000","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1537","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"7566","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"914","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"7251","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"8305","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6023","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"3681","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8244","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5224","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"7534","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"9179","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"4274","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"2525","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"9183","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6743","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6473","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"932","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"2052","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"915","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"3169","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"2516","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4621","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"7038","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"7322","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"1280","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"6539","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"2315","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"4133","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"111","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"7201","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"1003","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"4645","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"342","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"8022","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"8137","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8030","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"757","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"1285","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"7349","POSITIVO","POSITIVO","POSITIVO","NEGATIVO"
"3538","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7065","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7306","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"5077","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"6895","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2063","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"6813","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"6726","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"2591","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"4771","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"3926","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"7648","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"3067","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"2079","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"8340","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"1552","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"5955","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"3136","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"2216","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"4464","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"6063","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"8758","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"6879","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"3134","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"3175","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8270","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"4767","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1240","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"4651","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8534","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"4298","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6098","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"8868","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"8372","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3680","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"294","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"6675","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"4785","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"5152","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"6721","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"204","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"7304","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"4906","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"8929","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"2600","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"7219","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"3044","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"5303","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"8328","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6234","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"4578","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"772","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"4236","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"811","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"2217","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"3019","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"228","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1395","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8052","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"6239","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"4412","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"2603","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"1316","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"4315","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"5892","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8327","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3818","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"3261","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8159","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"4678","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"7402","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"6971","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"6878","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"3478","POSITIVO","POSITIVO","NEGATIVO","NEGATIVO"
"106","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"5020","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"6531","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"4373","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"5423","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7688","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"2859","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"5302","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"8051","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5339","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"8728","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"9054","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"689","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2732","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"6602","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"7882","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"1671","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"4311","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"7014","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6899","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"1045","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"6885","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"1953","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"377","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"5829","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"3062","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"6212","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6682","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3098","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"1810","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"36","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"2804","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"5600","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"8814","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3157","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1934","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"8141","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"8290","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"7462","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"6695","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5121","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"2084","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1370","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"9103","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"5670","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"1346","NEGATIVO","NEGATIVO","NEGATIVO","NEGATIVO"
"9109","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"8418","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3010","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"8709","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"6960","POSITIVO","NEGATIVO","NEGATIVO","NEGATIVO"
"3978","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"1309","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4593","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3987","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"3921","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"797","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"615","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"5252","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"2710","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"592","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"6056","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"6309","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"3378","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"2285","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"712","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"7250","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5128","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"8099","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"5180","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5066","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"8635","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"8460","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"3682","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"4435","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8326","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4991","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"7293","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6288","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"7072","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"2136","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3530","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"8412","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"8854","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"895","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"2627","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"6730","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"3894","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"2355","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"125","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"7114","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"1506","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"5723","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"7081","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"5607","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"9135","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6538","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"4463","POSITIVO","POSITIVO","NEGATIVO","POSITIVO"
"1528","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2207","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"374","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"2664","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"3145","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3954","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"8754","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"2167","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"4196","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"8465","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"6845","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"3637","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"7547","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"3724","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"4406","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4307","NEGATIVO","NEGATIVO","NEGATIVO","POSITIVO"
"546","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"4925","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"640","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"3461","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"1570","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"5372","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"4049","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"2863","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"431","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"4941","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"5910","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5983","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8949","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8556","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"1161","POSITIVO","POSITIVO","NEGATIVO","NEGATIVO"
"1941","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"1719","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"8658","NEGATIVO","NEGATIVO","POSITIVO","NEGATIVO"
"456","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"1358","NEUTRO","NEGATIVO","POSITIVO","NEGATIVO"
"4255","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"3189","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"8408","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"5354","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7353","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"5295","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"6646","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"8254","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"6354","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"6458","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8505","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"302","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"1605","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"2377","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"5439","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1231","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"2445","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"6687","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"3103","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"7821","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"4749","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"1259","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"1705","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"1760","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"4811","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5902","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"9053","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
