"","Bolsonaro","Lula","Ciro","Tebet"
"5361","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"5733","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"3742","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"747","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"3429","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"2729","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"5998","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"3151","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"2286","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"7837","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5144","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"5404","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2590","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8197","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"8288","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5700","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"395","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"6270","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"3400","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"7028","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"2200","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"702","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"7555","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"5070","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"2991","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"5125","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"2747","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"928","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"8913","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"8419","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5589","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"1706","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"2654","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"3718","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"971","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"4803","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"7226","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"2037","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"488","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"6292","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"2851","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"6494","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"78","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"8238","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"2323","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1919","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"7133","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"8473","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1755","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"6193","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"1260","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"6622","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5911","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"1361","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6191","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"2477","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3664","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"2343","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"4011","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"4628","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"7479","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1242","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"5157","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"7229","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"2106","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1873","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"6104","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"3581","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4915","POSITIVO","NEUTRO","POSITIVO","NEGATIVO"
"5002","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6272","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"5210","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"1958","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8968","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"2198","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"3624","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"7680","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1680","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2337","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"4414","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"2852","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"5593","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"4517","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"7628","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"5783","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"3072","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"4512","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"6939","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"5429","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"6365","NEGATIVO","NEGATIVO","NEUTRO","POSITIVO"
"215","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"183","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"1274","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"5487","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"7743","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"4838","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"8629","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"5972","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"214","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"3994","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"840","NEUTRO","NEGATIVO","POSITIVO","NEGATIVO"
"6717","POSITIVO","POSITIVO","NEUTRO","POSITIVO"
"1713","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"2183","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"308","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"4335","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"197","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8606","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2679","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"8272","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"7938","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"9104","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"8277","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3874","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"3693","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"5418","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"8829","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"1738","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"2021","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"6490","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4256","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"4294","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"2832","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"550","POSITIVO","NEGATIVO","NEUTRO","POSITIVO"
"2479","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8983","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"2452","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"4385","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"7140","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"6168","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"2085","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"4544","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"7123","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"5422","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"7531","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"6319","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"8294","POSITIVO","POSITIVO","NEGATIVO","POSITIVO"
"5396","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"2769","NEUTRO","NEGATIVO","POSITIVO","NEGATIVO"
"139","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"606","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"5669","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"4202","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"4516","NEGATIVO","NEGATIVO","POSITIVO","POSITIVO"
"2775","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2896","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"2824","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"7569","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8923","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"8183","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"4532","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"6586","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"556","POSITIVO","NEUTRO","NEGATIVO","POSITIVO"
"827","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"8942","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"6169","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"4615","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"3382","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"5340","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"4037","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"8202","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"2919","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8351","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"9081","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"8860","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"6014","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"3213","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"2565","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"267","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"2579","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"2264","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"1918","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"5742","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6096","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"8156","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"8962","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"8569","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"3453","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"2537","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"2230","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"8194","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"2755","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"2721","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"2385","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"7187","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"1287","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"4115","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"1527","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"6841","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"7774","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"4346","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"6106","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"5628","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"3710","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"7222","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"8406","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"5646","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3893","NEUTRO","POSITIVO","NEGATIVO","POSITIVO"
"8969","NEUTRO","NEGATIVO","POSITIVO","NEGATIVO"
"8067","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"6299","NEGATIVO","NEGATIVO","POSITIVO","NEGATIVO"
"8626","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"3540","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"82","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"4192","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"7240","POSITIVO","POSITIVO","NEUTRO","NEGATIVO"
"710","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"7262","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"469","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"6404","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"4431","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"2873","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"5655","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"2702","POSITIVO","NEUTRO","NEGATIVO","NEUTRO"
"6001","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"1275","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6376","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1311","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"2508","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"2351","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"8766","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"1744","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"2615","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"4428","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"4956","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6126","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"9139","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"2941","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"6932","POSITIVO","NEGATIVO","POSITIVO","NEUTRO"
"2173","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"6340","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6462","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"2737","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"208","NEGATIVO","POSITIVO","NEGATIVO","NEUTRO"
"8180","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2137","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"4206","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"3628","NEUTRO","POSITIVO","NEUTRO","NEGATIVO"
"4354","POSITIVO","POSITIVO","NEGATIVO","NEGATIVO"
"5840","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"8019","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"4068","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3905","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"6755","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"6374","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"3777","POSITIVO","NEUTRO","POSITIVO","POSITIVO"
"8475","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"2088","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"1428","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"3789","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"2455","POSITIVO","NEGATIVO","NEGATIVO","POSITIVO"
"1925","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"8056","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"1959","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"429","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5348","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"6961","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"8093","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"8984","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1190","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"8691","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"3435","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"3596","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"4119","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"8225","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"3731","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"2572","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"2953","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"358","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"7773","NEGATIVO","NEGATIVO","NEGATIVO","NEUTRO"
"4109","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"1594","POSITIVO","POSITIVO","NEGATIVO","NEUTRO"
"4575","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"1484","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"1417","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"4728","NEUTRO","POSITIVO","POSITIVO","POSITIVO"
"5744","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6737","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"6607","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"7606","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"4703","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"622","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"2469","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"385","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"7150","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8688","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"2303","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"687","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"8844","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"1154","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"5889","NEGATIVO","POSITIVO","NEUTRO","POSITIVO"
"24","NEGATIVO","POSITIVO","NEUTRO","NEGATIVO"
"8804","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"7669","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"9089","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"6290","NEUTRO","NEUTRO","NEUTRO","NEGATIVO"
"1241","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"887","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"1382","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"6043","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"8011","POSITIVO","NEGATIVO","NEUTRO","NEGATIVO"
"1778","NEUTRO","NEUTRO","NEGATIVO","POSITIVO"
"4427","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"1237","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"7134","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"1992","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"3147","POSITIVO","POSITIVO","POSITIVO","NEUTRO"
"807","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"3233","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"336","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"6802","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"7403","NEGATIVO","POSITIVO","POSITIVO","NEUTRO"
"848","NEGATIVO","NEGATIVO","POSITIVO","NEGATIVO"
"4195","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3883","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3788","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
"8265","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"8951","NEUTRO","NEGATIVO","NEUTRO","NEGATIVO"
"2899","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"7335","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"2143","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"3677","POSITIVO","POSITIVO","POSITIVO","POSITIVO"
"6909","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"6395","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"2146","POSITIVO","NEUTRO","NEGATIVO","NEGATIVO"
"6970","NEGATIVO","NEUTRO","NEGATIVO","NEGATIVO"
"3610","POSITIVO","NEGATIVO","NEGATIVO","NEUTRO"
"7851","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"198","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8866","NEUTRO","NEGATIVO","NEUTRO","NEUTRO"
"4019","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"7584","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1021","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"3170","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"6403","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"1413","NEGATIVO","NEGATIVO","NEUTRO","NEGATIVO"
"2789","NEUTRO","NEUTRO","POSITIVO","NEUTRO"
"1187","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"339","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"4076","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"5738","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"1623","NEGATIVO","NEUTRO","NEUTRO","POSITIVO"
"8383","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"3220","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"2993","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"651","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"3683","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"1691","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"2006","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"2099","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"5575","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"375","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"6630","NEUTRO","NEGATIVO","NEGATIVO","NEUTRO"
"1172","NEUTRO","POSITIVO","POSITIVO","NEGATIVO"
"5605","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"6667","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"4148","NEUTRO","NEGATIVO","POSITIVO","NEUTRO"
"3047","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"5900","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"8842","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"5539","NEGATIVO","POSITIVO","NEGATIVO","POSITIVO"
"2956","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"6719","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"5731","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"480","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2605","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4863","NEGATIVO","NEGATIVO","POSITIVO","NEUTRO"
"4682","NEUTRO","NEUTRO","NEUTRO","POSITIVO"
"4686","NEGATIVO","NEUTRO","NEGATIVO","POSITIVO"
"2366","NEGATIVO","NEGATIVO","POSITIVO","NEGATIVO"
"7080","NEGATIVO","NEUTRO","POSITIVO","POSITIVO"
"3264","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"5651","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"3107","NEGATIVO","POSITIVO","POSITIVO","POSITIVO"
"4301","NEGATIVO","NEGATIVO","NEUTRO","NEUTRO"
"1229","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"2593","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"2571","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"201","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"8149","NEUTRO","NEUTRO","NEUTRO","NEUTRO"
"3548","POSITIVO","NEGATIVO","NEUTRO","NEUTRO"
"7787","NEUTRO","NEGATIVO","NEUTRO","POSITIVO"
"2517","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"597","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"5722","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"7380","NEGATIVO","POSITIVO","POSITIVO","NEGATIVO"
"9134","POSITIVO","NEUTRO","NEUTRO","NEGATIVO"
"8529","NEUTRO","POSITIVO","POSITIVO","NEUTRO"
"4520","NEUTRO","NEGATIVO","POSITIVO","POSITIVO"
"1547","POSITIVO","NEUTRO","NEUTRO","NEUTRO"
"8411","NEUTRO","NEUTRO","NEGATIVO","NEGATIVO"
"5917","POSITIVO","POSITIVO","NEUTRO","NEUTRO"
"902","NEUTRO","NEUTRO","POSITIVO","POSITIVO"
"7190","NEGATIVO","NEUTRO","POSITIVO","NEUTRO"
"3620","NEGATIVO","NEUTRO","POSITIVO","NEGATIVO"
"2770","NEGATIVO","POSITIVO","NEUTRO","NEUTRO"
"1688","NEGATIVO","NEUTRO","NEGATIVO","NEUTRO"
"1836","NEUTRO","NEGATIVO","NEGATIVO","NEGATIVO"
"965","NEUTRO","POSITIVO","NEGATIVO","NEGATIVO"
"8317","NEUTRO","NEUTRO","NEGATIVO","NEUTRO"
"910","NEUTRO","NEUTRO","POSITIVO","NEGATIVO"
"978","NEUTRO","NEGATIVO","NEGATIVO","POSITIVO"
"3360","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"8507","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"2437","NEGATIVO","NEUTRO","NEUTRO","NEUTRO"
"3225","NEGATIVO","POSITIVO","NEGATIVO","NEGATIVO"
"2359","POSITIVO","NEUTRO","POSITIVO","NEUTRO"
"1204","POSITIVO","NEUTRO","NEUTRO","POSITIVO"
"5504","NEUTRO","POSITIVO","NEUTRO","POSITIVO"
"225","NEUTRO","POSITIVO","NEUTRO","NEUTRO"
"8269","NEGATIVO","NEUTRO","NEUTRO","NEGATIVO"
"5104","NEUTRO","POSITIVO","NEGATIVO","NEUTRO"
